query_worm,source_path,node_index,identity,candidate_covered,prediction_slot,prediction_identity,rank,correct,top5_correct,reciprocal_rank,target_probability,dustbin_top1,top1_with_dustbin_correct,hungarian_prediction_slot,hungarian_correct
2022-12-21-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/test__2022-12-21-06__886205ba.npz,66,RICL,1,100,RICL,1,1,1,1.0,0.13923779129981995,1,0,37,0
2022-12-21-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/test__2022-12-21-06__886205ba.npz,67,I1R,1,61,I1R,1,1,1,1.0,0.9561277031898499,0,1,61,1
2022-12-21-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/test__2022-12-21-06__886205ba.npz,68,AIBL,1,8,AIBL,1,1,1,1.0,0.8634092807769775,0,1,8,1
2022-12-21-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/test__2022-12-21-06__886205ba.npz,70,RIVR,1,110,RIVR,1,1,1,1.0,0.7333301305770874,0,1,110,1
2022-12-21-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/test__2022-12-21-06__886205ba.npz,71,AVJR,1,23,ASGR,3,0,1,0.3333333333333333,0.051438190042972565,0,0,23,0
2022-12-21-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/test__2022-12-21-06__886205ba.npz,72,MI,1,87,MI,1,1,1,1.0,0.8917267322540283,0,1,87,1
2022-12-21-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/test__2022-12-21-06__886205ba.npz,78,I3,1,64,I3,1,1,1,1.0,0.9539341330528259,0,1,64,1
2022-12-21-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/test__2022-12-21-06__886205ba.npz,81,URYDL,1,32,AVAL,2,0,1,0.5,0.1100035011768341,0,0,32,0
2022-12-21-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/test__2022-12-21-06__886205ba.npz,82,RMDVR,1,116,RMDVR,1,1,1,1.0,0.9156029224395752,0,1,116,1
2022-12-21-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/test__2022-12-21-06__886205ba.npz,84,AVJL,1,41,AVJL,1,1,1,1.0,0.9115681052207947,0,1,41,1
2022-12-21-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/test__2022-12-21-06__886205ba.npz,87,OLQDL,1,92,OLQDL,1,1,1,1.0,0.7733405232429504,0,1,92,1
2022-12-21-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/test__2022-12-21-06__886205ba.npz,89,IL1R,1,71,IL1R,1,1,1,1.0,0.6845918297767639,0,1,71,1
2022-12-21-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/test__2022-12-21-06__886205ba.npz,92,CEPVL,1,57,CEPVR,16,0,0,0.0625,9.056172530108597e-06,0,0,57,0
2022-12-21-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/test__2022-12-21-06__886205ba.npz,101,CEPDL,1,54,CEPDL,1,1,1,1.0,0.9486585259437561,0,1,54,1
2022-12-21-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/test__2022-12-21-06__886205ba.npz,102,AINL,1,12,AINL,1,1,1,1.0,0.4875623285770416,0,1,12,1
2022-12-21-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/test__2022-12-21-06__886205ba.npz,103,AIZL,1,16,AIZL,1,1,1,1.0,0.890263557434082,0,1,16,1
2022-12-21-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/test__2022-12-21-06__886205ba.npz,106,RIMR,1,105,RIMR,1,1,1,1.0,0.9518680572509766,0,1,105,1
2022-12-21-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/test__2022-12-21-06__886205ba.npz,107,IL1VR,1,73,IL1VR,1,1,1,1.0,0.9482583403587341,0,1,73,1
2022-12-21-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/test__2022-12-21-06__886205ba.npz,108,RMER,1,119,RMER,1,1,1,1.0,0.9472816586494446,0,1,119,1
2022-12-21-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/test__2022-12-21-06__886205ba.npz,109,OLQVR,1,95,OLQVR,1,1,1,1.0,0.8275933265686035,0,1,95,1
2022-12-21-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/test__2022-12-21-06__886205ba.npz,110,SMDVL,1,137,SMDVL,1,1,1,1.0,0.9474271535873413,0,1,137,1
2022-12-21-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/test__2022-12-21-06__886205ba.npz,112,OLQDR,1,93,OLQDR,1,1,1,1.0,0.3724791705608368,0,1,93,1
2022-12-21-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/test__2022-12-21-06__886205ba.npz,119,URBR,1,144,URBR,1,1,1,1.0,0.9097517132759094,0,1,144,1
2022-12-21-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/test__2022-12-21-06__886205ba.npz,120,URYVL,1,149,URYVL,1,1,1,1.0,0.9067957401275635,0,1,149,1
2022-12-21-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/test__2022-12-21-06__886205ba.npz,122,RIVL,1,109,RIVL,1,1,1,1.0,0.7565977573394775,0,1,109,1
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,2,RMDDR,1,112,RMDDR,1,1,1,1.0,0.5014039278030396,0,1,112,1
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,3,IL1R,1,71,IL1R,1,1,1,1.0,0.932741105556488,0,1,71,1
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,5,IL2VR,1,79,IL2VR,1,1,1,1.0,0.9559181928634644,0,1,79,1
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,8,ASGL,1,20,ASEL,2,0,1,0.5,0.20613697171211243,0,0,20,0
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,9,IL1VR,1,73,IL1VR,1,1,1,1.0,0.679082989692688,0,1,73,1
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,10,AVEL,1,38,AVEL,1,1,1,1.0,0.8664746880531311,0,1,38,1
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,12,ALA,1,18,ALA,1,1,1,1.0,0.6464967727661133,0,1,18,1
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,14,AVAR,1,33,AVAR,1,1,1,1.0,0.955990731716156,0,1,33,1
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,16,URYDL,1,52,BAGL,38,0,0,0.02631578947368421,1.7602323154619626e-08,0,0,52,0
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,19,AVAL,1,32,AVAL,1,1,1,1.0,0.838079571723938,0,1,32,1
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,20,CEPVL,1,56,CEPVL,1,1,1,1.0,0.5607844591140747,0,1,56,1
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,21,URYVR,1,144,URBR,2,0,1,0.5,0.3172771632671356,0,0,150,1
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,22,ASEL,1,41,AVJL,2,0,1,0.5,0.12198085337877274,0,0,41,0
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,23,AVER,1,39,AVER,1,1,1,1.0,0.9567815065383911,0,1,39,1
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,24,RMEL,1,32,AVAL,32,0,0,0.03125,1.4150218703434803e-06,1,0,103,0
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,28,ADER,1,2,ADEL,4,0,1,0.25,0.0015424882294610143,0,0,2,0
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,29,AUAL,1,30,AUAL,1,1,1,1.0,0.9064107537269592,0,1,30,1
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,30,AWCL,1,50,AWCL,1,1,1,1.0,0.760456383228302,0,1,50,1
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,31,AVDL,1,36,AVDL,1,1,1,1.0,0.9083604216575623,0,1,36,1
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,33,AVHL,1,40,AVHL,1,1,1,1.0,0.559869110584259,0,1,40,1
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,34,ADLL,1,4,ADLL,1,1,1,1.0,0.6439928412437439,0,1,4,1
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,37,OLQVL,1,70,IL1L,2,0,1,0.5,0.338011234998703,0,0,70,0
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,44,NSML,1,88,NSML,1,1,1,1.0,0.8147438168525696,0,1,88,1
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,46,IL2DR,1,75,IL2DR,1,1,1,1.0,0.8382074236869812,0,1,75,1
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,47,RMDR,1,31,AUAR,2,0,1,0.5,0.08731547743082047,0,0,31,0
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,49,RMDVR,1,116,RMDVR,1,1,1,1.0,0.9282376170158386,0,1,116,1
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,50,CEPDL,1,54,CEPDL,1,1,1,1.0,0.8981270790100098,0,1,54,1
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,52,OLQDR,1,93,OLQDR,1,1,1,1.0,0.6908557415008545,0,1,93,1
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,53,ADAL,1,122,RMGL,3,0,1,0.3333333333333333,0.023584162816405296,0,0,122,0
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,54,IL1L,1,56,CEPVL,9,0,0,0.1111111111111111,0.006744814105331898,0,0,143,0
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,55,URAVL,1,141,URAVL,1,1,1,1.0,0.8263564705848694,0,1,141,1
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,56,IL1DR,1,69,IL1DR,1,1,1,1.0,0.8473958969116211,0,1,69,1
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,57,RMDL,1,113,RMDL,1,1,1,1.0,0.7677719593048096,0,1,113,1
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,59,IL1DL,1,68,IL1DL,1,1,1,1.0,0.44026321172714233,0,1,68,1
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,60,RMDVL,1,115,RMDVL,1,1,1,1.0,0.853783130645752,0,1,115,1
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,62,RIVL,1,109,RIVL,1,1,1,1.0,0.9427298307418823,0,1,109,1
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,64,AIZL,1,58,FLPL,9,0,0,0.1111111111111111,0.0003342622658237815,0,0,58,0
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,66,AQR,1,14,AIYL,4,0,1,0.25,0.014590294100344181,0,0,14,0
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,67,OLLR,1,144,URBR,5,0,1,0.2,0.003910816740244627,0,0,144,0
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,68,AINL,1,67,I6,2,0,1,0.5,0.10199125111103058,0,0,67,0
2022-07-15-06,/home/ubuntu/klb/nuclr/nuclr/Data/Atanas_SF_unified_000776/cv5_grouped_v1/fold_1/test/train__2022-07-15-06__18a22ee5.npz,71,AIAR,1,11,AIMR,7,0,0,0.14285714285714285,0.00216007512062788,0,0,11,0
