fold,animal_id,neuron_row,x,y,z,gt_identity,pred_geometry,pred_full,is_evaluated
0,2022-07-26-01,80,43.2000008,21.6000004,14.04,RMEV,RIH,RMEV,true
0,2022-07-26-01,81,40.5,2.70000005,16.2000008,RID,CEPDR,RID,true
0,2022-07-26-01,82,30.7800007,19.4400005,8.64000034,OLQVL,CEPVL,CEPVL,true
0,2022-07-26-01,83,0,0,0,,RID,RIAL,false
0,2022-07-26-01,84,0,0,0,,RID,URADR,false
0,2022-07-26-01,85,0,0,0,,RID,URADR,false
0,2022-07-26-01,86,0,0,0,,RID,URADR,false
0,2022-07-26-01,87,0,0,0,,RID,URADR,false
0,2022-07-26-01,88,0,0,0,,RID,URADR,false
0,2022-07-26-01,89,0,0,0,,RID,URADR,false
0,2022-07-26-01,90,59.4000015,22.1399994,13.5,AIAL,AIML,SMBVR,false
0,2022-07-26-01,91,42.1199989,12.4200001,4.86000013,RMDVL,RMDVL,RMDVL,true
0,2022-07-26-01,92,0,0,0,,RID,URADR,false
0,2022-07-26-01,93,0,0,0,,RID,URADR,false
0,2022-07-26-01,94,0,0,0,,RID,URADR,false
0,2022-07-26-01,95,52.9199982,19.4400005,10.8000002,RMDDL,RMDDL,RMDDL,true
0,2022-07-26-01,96,56.1599998,16.7399998,10.8000002,AIBL,RIML,AIBL,true
0,2022-07-26-01,97,0,0,0,,RID,RMED,false
0,2022-07-26-01,98,18.8999996,18.3600006,22.6800003,IL2R,IL2R,M3R,true
0,2022-07-26-01,99,0,0,0,,RID,URADR,false
0,2022-07-26-01,100,10.8000002,25.9200001,18.8999996,NSMR,I2R,NSMR,true
0,2022-07-26-01,101,0,0,0,,RID,URADR,false
0,2022-07-26-01,102,27.5400009,17.2800007,7.01999998,IL1L,IL1L,IL1L,true
0,2022-07-26-01,103,0,0,0,,RID,URADR,false
0,2022-07-26-01,104,21.6000004,17.8199997,4.32000017,IL2L,IL2L,URBL,true
0,2022-07-26-01,105,22.6800003,15.6599998,21.6000004,URBL,IL1R,URBR,true
0,2022-07-26-01,106,8.10000038,17.8199997,9.72000027,MI,I3,MI,true
0,2022-07-26-01,107,58.3199997,16.7399998,5.4000001,AUAL,RICL,AUAL,true
0,2022-07-26-01,108,0,0,0,,RID,URADR,false
0,2022-07-26-01,109,0,0,0,,RID,URADR,false
0,2022-07-26-01,110,0,0,0,,RID,URADR,false
0,2022-07-26-01,111,0,0,0,,RID,URADL,false
0,2022-07-26-01,112,0,0,0,,RID,URADR,false
0,2022-07-26-01,113,21.0599995,24.8400002,10.8000002,M3L,M3L,M3L,true
0,2022-07-26-01,114,0,0,0,,RID,URADL,false
0,2022-07-26-01,115,0,0,0,,RID,URADR,false
0,2022-07-26-01,116,0,0,0,,RID,URADR,false
0,2022-07-26-01,117,60.4799995,6.48000002,4.32000017,AVDL,I6,AVJL,true
0,2022-07-26-01,118,50.7599983,18.3600006,17.8199997,SAAD?,RMDDR,SMDDR,false
0,2022-07-26-01,119,30.2399998,8.64000034,11.3400002,OLQDL,RMED,OLQDL,true
0,2022-07-26-01,120,66.9599991,7.55999994,3.24000001,AINL,M5,AINL,true
0,2022-07-26-01,121,0,0,0,,RID,URADR,false
0,2022-07-26-01,122,45.9000015,3.77999997,17.2800007,URXR,AVJR,URXR,true
0,2022-07-26-01,123,35.0999985,18.8999996,7.01999998,BAGL,BAGL,BAGL,true
0,2022-07-26-01,124,38.3400002,22.1399994,21.0599995,CEPVR,RMEV,CEPVR,true
0,2022-07-26-01,125,0,0,0,,RID,URADR,false
0,2022-07-26-01,126,29.1599998,11.3400002,8.10000038,URYDL,RMEL,URYDL,true
0,2022-07-26-01,127,83.1600037,18.8999996,7.01999998,FLPL,RMGL,RMGL,true
0,2022-07-26-01,128,0,0,0,,RID,URADR,false
0,2022-07-26-01,129,15.1199999,27.5400009,9.72000027,NSML,NSML,NSML,true
0,2022-07-26-01,130,0,0,0,,RID,URADR,false
0,2022-07-26-01,131,23.7600002,28.0799999,21.0599995,IL2VR,IL2VR,IL2VR,true
0,2022-07-26-01,132,28.0799999,23.7600002,8.64000034,URAVL,CEPVL,URAVL,true
0,2022-08-02-01,0,72.9000015,25.9200001,18.3600006,SAADR,AIBR,RIBR,true
0,2022-08-02-01,1,0,0,0,,CEPDL,AVHR,false
0,2022-08-02-01,2,41.5800018,24.8400002,21.6000004,IL1R,URYDR,IL1R,true
0,2022-08-02-01,3,69.6600037,17.8199997,22.1399994,AWAR,ADLR,AWAR,true
0,2022-08-02-01,4,0,0,0,,CEPDL,AVHR,false
0,2022-08-02-01,5,75.0599976,15.1199999,8.10000038,ASGL,AVHL,ASGL,true
0,2022-08-02-01,6,0,0,0,,CEPDL,AVHR,false
0,2022-08-02-01,7,57.7799988,29.1599998,18.3600006,IL1VR,CEPVR,CEPVR,true
0,2022-08-02-01,8,59.9399986,27.5400009,23.2199993,CEPVR,RMDR,CEPVR,true
0,2022-08-02-01,9,68.5800018,29.7000008,18.3600006,RMEV,RIH,SMDDR,true
0,2022-08-02-01,10,68.0400009,23.7600002,24.8400002,RMDR,AWCR,RMDR,true
0,2022-08-02-01,11,0,0,0,,CEPDL,CEPDL,false
0,2022-08-02-01,12,71.2799988,22.6800003,21.6000004,AIBR,ASER,AIBR,true
0,2022-08-02-01,13,70.1999969,14.5799999,25.3799992,AWBR,SMDVR,AWBR,true
0,2022-08-02-01,14,91.8000031,17.2800007,3.77999997,AIZL,FLPL,AIZL,true
0,2022-08-02-01,15,0,0,0,,CEPDL,ASKL,false
0,2022-08-02-01,16,79.9199982,24.2999992,5.4000001,AUAL,AUAL,AUAL,true
0,2022-08-02-01,17,84.2399979,24.8400002,24.2999992,AIZR,RIMR,AIZR,true
0,2022-08-02-01,18,0,0,0,,CEPDL,AVHR,false
0,2022-08-02-01,19,75.0599976,15.6599998,25.3799992,AVJR,RIVR,AVJR,true
0,2022-08-02-01,20,0,0,0,,CEPDL,ALA,false
0,2022-08-02-01,21,76.1399994,23.2199993,10.8000002,AIBL,AIBL,AIBL,true
0,2022-08-02-01,22,78.3000031,18.8999996,6.48000002,ASEL,AIZL,ASEL,true
0,2022-08-02-01,23,97.7399979,28.0799999,14.5799999,SIA?L,AIYL,AIML,false
0,2022-08-02-01,24,24.2999992,36.1800003,19.9799995,I2R,NSMR,I2R,true
0,2022-08-02-01,25,45.3600006,23.2199993,20.5200005,URBR,OLQDR,RMDVR,true
0,2022-08-02-01,26,63.7200012,16.7399998,9.18000031,SAAVL,SMDVL,SAAVL,true
0,2022-08-02-01,27,34.0200005,21.0599995,7.01999998,IL2DL,URYDL,IL2DL,true
0,2022-08-02-01,28,44.8199997,19.4400005,12.4200001,IL1DL,RID,RMEL,true
0,2022-08-02-01,29,27,43.7400017,18.8999996,IL2VR,IL2VR,IL2VR,true
0,2022-08-02-01,30,56.1599998,27,21.0599995,OLQVR,AVER,OLQVR,true
0,2022-08-02-01,31,64.8000031,13.5,12.4200001,URXL,URXL,URXL,true
0,2022-08-02-01,32,65.3399963,11.3400002,9.72000027,CEPDL,CEPDL,CEPDL,true
0,2022-08-02-01,33,92.3399963,29.1599998,14.04,SMDDL,AIYL,AIML,true
0,2022-08-02-01,34,0,0,0,,CEPDL,AVHR,false
0,2022-08-02-01,35,82.0800018,15.1199999,4.86000013,AVJL,AINL,AVJL,true
0,2022-08-02-01,36,73.9800034,11.3400002,9.72000027,ASKL,RIVL,ASIL,true
0,2022-08-02-01,37,78.8399963,17.8199997,27,AVDR,AVJR,AVDR,true
0,2022-08-02-01,38,27,35.6399994,21.0599995,NSMR,NSMR,NSMR,true
0,2022-08-02-01,39,81.5400009,12.4200001,5.4000001,RIVL,AINL,RIVL,true
0,2022-08-02-01,40,38.8800011,22.6800003,9.72000027,URADL,OLQDL,URADL,true
0,2022-08-02-01,41,102.599998,19.9799995,8.10000038,FLPL,I5,FLPL,true
0,2022-08-02-01,42,47.5200005,17.8199997,18.3600006,OLQDR,RID,OLQDR,true
0,2022-08-02-01,43,0,0,0,,CEPDL,AVHR,false
0,2022-08-02-01,44,0,0,0,,CEPDL,AVHR,false
0,2022-08-02-01,45,0,0,0,,CEPDL,AVHR,false
0,2022-08-02-01,46,97.7399979,28.0799999,14.5799999,SIA?L,AIYL,AIML,false
0,2022-08-02-01,47,74.5199966,21.0599995,9.18000031,RIBL,RIBL,RIBL,true
0,2022-08-02-01,48,79.3799973,28.0799999,17.8199997,RIH,RMDDR,RIBR,true
0,2022-08-02-01,49,0,0,0,,CEPDL,AVHR,false
0,2022-08-02-01,50,96.1200027,8.64000034,8.10000038,M5,M5,M1,true
0,2022-08-02-01,51,0,0,0,,CEPDL,ASKL,false
0,2022-08-02-01,52,0,0,0,,CEPDL,AVHR,false
0,2022-08-02-01,53,89.6399994,29.1599998,15.1199999,AIYL,AVL,AIYL,true
0,2022-08-02-01,54,65.8799973,21.0599995,24.8400002,AVAR,AWBR,AVAR,true
0,2022-08-02-01,55,92.8799973,19.9799995,30.7800007,FLPR,ADER,FLPR,true
0,2022-08-02-01,56,88.5599976,29.1599998,23.7600002,SMDDR,SMDDR,SMBVR,true
0,2022-08-02-01,57,24.8400002,35.6399994,7.01999998,I2L,I2L,I2L,true
0,2022-08-02-01,58,66.4199982,30.7800007,14.5799999,AVL,RMEV,RIH,true
0,2022-08-02-01,59,95.0400009,28.6200008,16.2000008,SMBVR,AIYL,SMBVR,true
0,2022-08-02-01,60,34.0200005,31.8600006,9.18000031,M3L,M3L,M3L,true
0,2022-08-02-01,61,50.7599983,15.6599998,15.6599998,RMED,RID,RMED,true
0,2022-08-02-01,62,66.4199982,22.1399994,22.1399994,AVER,AWAR,AVER,true
0,2022-08-02-01,63,41.5800018,25.3799992,7.01999998,IL2L,RMEL,RMDVL,true
0,2022-08-02-01,64,49.6800003,26.4599991,21.6000004,BAGR,RMER,URAVR,true
0,2022-08-02-01,65,110.160004,20.5200005,9.18000031,ADEL,I5,ADAL,true
0,2022-08-02-01,66,116.639999,19.9799995,6.48000002,ADAL,ADAL,ADAL,true
0,2022-08-02-01,67,53.4599991,27,8.64000034,OLQVL,BAGL,RMDL,true
0,2022-08-02-01,68,65.8799973,15.6599998,10.2600002,RIAL,ADLL,RIAL,true
0,2022-08-02-01,69,65.8799973,21.0599995,8.64000034,AVAL,AWAL,AVAL,true
0,2022-08-02-01,70,0,0,0,,CEPDL,AVHR,false
0,2022-08-02-01,71,0,0,0,,CEPDL,AVHR,false
0,2022-08-02-01,72,1098.35999,24.2999992,18.8999996,AIML,ADAR,M5,true
0,2022-08-02-01,73,0,0,0,,CEPDL,AVHR,false
0,2022-08-02-01,74,78.8399963,21.6000004,8.64000034,ASHL,RIBL,ASHL,true
0,2022-08-02-01,75,75.0599976,26.4599991,21.6000004,RMDDL,AIBR,AWCR,true
0,2022-08-02-01,76,91.8000031,24.8400002,26.4599991,RICR,RICR,RICR,true
0,2022-08-02-01,77,28.0799999,35.0999985,7.55999994,NSML,NSML,NSML,true
0,2022-08-02-01,78,0,0,0,,CEPDL,RIAL,false
0,2022-08-02-01,79,110.699997,29.7000008,21.0599995,AIMR,VB02,VB02,true
0,2022-08-02-01,80,0,0,0,,CEPDL,ASKL,false
0,2022-08-02-01,81,0,0,0,,CEPDL,AVHR,false
0,2022-08-02-01,82,0,0,0,,CEPDL,AWBL,false
0,2022-08-02-01,83,68.5800018,11.8800001,9.18000031,SMDVL,ADLL,RIVL,true
0,2022-08-02-01,84,86.4000015,14.04,3.77999997,AINL,ADEL,AINL,true
0,2022-08-02-01,85,0,0,0,,CEPDL,AWBL,false
0,2022-08-02-01,86,88.5599976,29.1599998,16.7399998,SMBDR,AVL,SMBVR,true
0,2022-08-02-01,87,102.059998,28.0799999,24.2999992,VB02,AVKR,AQR,true
0,2022-08-02-01,88,76.1399994,24.8400002,7.01999998,AWCL,AWCL,AWCL,true
0,2022-08-02-01,89,85.3199997,29.7000008,21.0599995,SMBDL,SMDDR,SMBVR,true
0,2022-08-02-01,90,108.540001,23.7600002,14.5799999,AVK?,AVKL,AVKL,false
0,2022-08-02-01,91,63.7200012,11.8800001,18.3600006,URXR,CEPDR,URXR,true
0,2022-08-02-01,92,0,0,0,,CEPDL,AVHR,false
0,2022-08-02-01,93,25.9200001,34.0200005,17.2800007,MCR,I3,MCR,true
0,2022-08-02-01,94,54.5400009,21.0599995,23.7600002,RMER,RIAR,RMER,true
0,2022-08-02-01,95,0,0,0,,CEPDL,AVHR,false
0,2022-08-02-01,96,89.0999985,19.9799995,4.32000017,RICL,RICL,RICL,true
0,2022-08-02-01,97,82.0800018,27,16.7399998,RMFL,RIR,RIR,true
0,2022-08-02-01,98,0,0,0,,CEPDL,AVHR,false
0,2022-08-02-01,99,75.0599976,11.3400002,23.2199993,RIVR,RIVR,RIVR,true
0,2022-08-02-01,100,32.9399986,33.4799995,18.8999996,M3R,M4,M3R,true
0,2022-08-02-01,101,45.3600006,25.3799992,8.10000038,URBL,RMEL,RMEL,true
0,2022-08-02-01,102,71.2799988,15.1199999,22.6800003,ASGR,RIVR,ASGR,true
0,2022-08-02-01,103,49.6800003,27.5400009,9.18000031,URYVL,BAGL,URYVL,true
0,2022-08-02-01,104,61.0200005,12.4200001,14.04,RID,URXL,RID,true
0,2022-08-02-01,105,86.9400024,27,22.1399994,RIM?,RIMR,RIMR,false
0,2022-08-02-01,106,73.9800034,17.8199997,7.01999998,AWBL,ASEL,AWBL,true
0,2022-08-02-01,107,0,0,0,,CEPDL,AVHR,false
0,2022-08-02-01,108,78.8399963,28.0799999,13.5,RMDDR,RMDDL,RMDDL,true
0,2022-08-02-01,109,43.2000008,19.9799995,16.7399998,IL1DR,RMED,OLQDR,true
0,2022-08-02-01,110,25.3799992,24.2999992,13.5,I3,IL1DL,I3,true
0,2022-08-02-01,111,0,0,0,,CEPDL,AVHR,false
0,2022-08-02-01,112,12.96,37.2599983,16.7399998,I1R,I1R,I1R,true
0,2022-08-02-01,113,0,0,0,,CEPDL,AVHR,false
0,2022-08-02-01,114,39.9599991,22.6800003,18.8999996,URADR,OLQDR,URADR,true
0,2022-08-02-01,115,0,0,0,,CEPDL,AVHR,false
0,2022-08-02-01,116,43.7400017,21.0599995,19.4400005,URYDR,RMED,SAAVR,true
0,2022-08-02-01,117,0,0,0,,CEPDL,AVHR,false
0,2022-08-02-01,118,69.6600037,25.3799992,11.3400002,RMDL,AVEL,RMDL,true
0,2022-08-02-01,119,64.2600021,13.5,22.1399994,SMDVR,CEPDR,SMDVR,true
0,2022-08-02-01,120,0,0,0,,CEPDL,AVHR,false
0,2022-08-02-01,121,53.4599991,17.2800007,8.10000038,RMEL,SMDVL,URXL,true
0,2022-08-02-01,122,61.5600014,16.7399998,21.6000004,SAAVR,URXR,AWAR,true
0,2022-08-02-01,123,31.3199997,13.5,14.04,M4,RID,RMED,true
0,2022-08-02-01,124,119.879997,19.4400005,7.01999998,RMGL,RMGL,RMGL,true
0,2022-08-02-01,125,42.1199989,23.2199993,9.18000031,OLLL,URYDL,OLLL,true
0,2022-08-02-01,126,34.5600014,24.8400002,23.2199993,IL2R,URYDR,RMDVR,true
0,2022-08-02-01,127,51.2999992,22.6800003,8.10000038,RIPL,SAAVL,BAGL,false
0,2022-08-02-01,128,77.2200012,13.5,5.94000006,AVHL,AVJL,AVHL,true
0,2022-08-02-01,129,63.7200012,9.72000027,21.0599995,CEPDR,CEPDR,CEPDR,true
0,2022-08-02-01,130,0,0,0,,CEPDL,AVHR,false
0,2022-08-02-01,131,35.6399994,21.0599995,19.4400005,IL2DR,RMED,IL1DR,true
0,2022-08-02-01,132,37.7999992,27.5400009,22.1399994,URYVR,OLLR,URYVR,true
0,2022-08-02-01,133,0,0,0,,CEPDL,RIAL,false
0,2022-08-02-01,134,43.2000008,35.0999985,10.2600002,IL2VL,URAVL,IL2VL,true
0,2022-08-02-01,135,79.3799973,15.6599998,5.4000001,AVDL,AVDL,AVDL,true
0,2022-08-02-01,136,0,0,0,,CEPDL,AVHR,false
0,2022-08-02-01,137,59.9399986,29.1599998,11.8800001,CEPVL,CEPVL,CEPVL,true
0,2022-08-02-01,138,26.4599991,33.4799995,11.3400002,MCL,MCL,MCL,true
0,2022-08-02-01,139,55.6199989,22.6800003,6.48000002,BAGL,AVAL,BAGL,true
0,2022-08-02-01,140,23.2199993,23.2199993,13.5,MI,IL1DL,IL1DL,true
0,2022-08-02-01,141,63.7200012,17.2800007,22.1399994,RIAR,ADLR,RIAR,true
0,2022-08-02-01,142,47.5200005,21.0599995,19.4400005,OLLR,URXR,RIAR,true
0,2022-08-02-01,143,0,0,0,,CEPDL,RIAL,false
0,2022-08-02-01,144,0,0,0,,CEPDL,AVHR,false
0,2022-08-02-01,145,79.3799973,25.9200001,24.2999992,AUAR,AUAR,AUAR,true
0,2022-08-02-01,146,46.9799995,19.9799995,9.72000027,URYDL,RID,RIAL,true
0,2022-08-02-01,147,48.0600014,24.8400002,8.10000038,IL1L,RMDVL,OLQVL,true
0,2022-08-02-01,148,0,0,0,,CEPDL,AWBL,false
0,2022-08-02-01,149,71.2799988,23.2199993,11.3400002,AVEL,AWAL,AVEL,true
0,2022-08-02-01,150,49.6800003,16.7399998,11.3400002,OLQDL,URXL,SMDVL,true
0,2022-08-02-01,151,79.9199982,28.6200008,22.1399994,SAADL,RMDDR,RMFL,true
0,2023-01-05-01,0,0,0,0,,RID,URADR,false
0,2023-01-05-01,1,82.0800018,19.9799995,10.2600002,M5,RMGL,M5,true
0,2023-01-05-01,2,0,0,0,,RID,URADR,false
0,2023-01-05-01,3,48.5999985,24.2999992,22.6800003,AVER,AVAR,AVER,true
0,2023-01-05-01,4,45.3600006,30.7800007,18.3600006,RIH,CEPVR,RIH,true
0,2023-01-05-01,5,34.5600014,32.9399986,11.8800001,URYVL,URYVL,URYVL,true
0,2023-01-05-01,6,48.5999985,32.4000015,17.8199997,SMDD?,RMEV,CEPVR,false
0,2023-01-05-01,7,0,0,0,,RID,URADR,false
0,2023-01-05-01,8,55.6199989,28.6200008,22.1399994,RMDDR,AUAR,AUAR,true
0,2023-01-05-01,9,0,0,0,,RID,URADR,false
0,2023-01-05-01,10,51.8400002,29.7000008,12.96,RMDL,AVL,RMDL,true
0,2023-01-05-01,11,58.3199997,26.4599991,16.2000008,RIBL,RIMR,RIBL,true
0,2023-01-05-01,12,49.6800003,17.8199997,7.55999994,SMDVL,AWBL,AWBL,true
0,2023-01-05-01,13,52.9199982,32.9399986,19.9799995,SAAD?,SMDDR,AVL,false
0,2023-01-05-01,14,24.8400002,31.3199997,19.9799995,M3R,IL1R,M3R,true
0,2023-01-05-01,15,9.72000027,42.1199989,19.4400005,IL2VR,IL2VR,IL2VR,false
0,2023-01-05-01,16,0,0,0,,RID,URADR,false
0,2023-01-05-01,17,0,0,0,,RID,URADR,false
0,2023-01-05-01,18,37.2599983,16.2000008,13.5,RMED,RID,RMED,true
0,2023-01-05-01,19,0,0,0,,RID,URADR,false
0,2023-01-05-01,20,46.4399986,16.7399998,11.8800001,URXL,RIAL,URXL,true
0,2023-01-05-01,21,0,0,0,,RID,URADR,false
0,2023-01-05-01,22,85.8600006,28.6200008,16.7399998,ADEL,VB02,RMGL,true
0,2023-01-05-01,23,0,0,0,,RID,URADR,false
0,2023-01-05-01,24,0,0,0,,RID,URADR,false
0,2023-01-05-01,25,52.3800011,28.6200008,17.8199997,RMDDL,RMDDR,RMDDL,true
0,2023-01-05-01,26,70.7399979,32.9399986,25.3799992,AIA?,AVKR,AIMR,false
0,2023-01-05-01,27,0,0,0,,RID,URADR,false
0,2023-01-05-01,28,0,0,0,,RID,URADR,false
0,2023-01-05-01,29,18.3600006,35.0999985,11.3400002,MCL,MCL,MCL,true
0,2023-01-05-01,30,0,0,0,,RID,URADR,false
0,2023-01-05-01,31,0,0,0,,RID,URADR,false
0,2023-01-05-01,32,51.2999992,13.5,16.2000008,ASKR,ADLL,ADLL,true
0,2023-01-05-01,33,0,0,0,,RID,URADR,false
0,2023-01-05-01,34,0,0,0,,RID,URADR,false
0,2023-01-05-01,35,62.0999985,30.7800007,14.04,AUAL,AIYL,SMBVL,true
0,2023-01-05-01,36,24.2999992,21.6000004,15.6599998,URAD?,IL1DL,URADL,false
0,2023-01-05-01,37,0,0,0,,RID,IL2DL,false
0,2023-01-05-01,38,45.3600006,19.9799995,23.2199993,AVAR,SMDVR,AVAR,true
0,2023-01-05-01,39,61.5600014,25.9200001,17.2800007,AIZL,RIMR,AIZR,true
0,2023-01-05-01,40,55.0800018,13.5,16.7399998,RIVR,RIVL,RIVR,true
0,2023-01-05-01,41,43.7400017,14.04,12.4200001,RID,SMDVL,RID,true
0,2023-01-05-01,42,0,0,0,,RID,URADR,false
0,2023-01-05-01,43,17.2800007,37.2599983,8.64000034,I2L,I2L,I2L,true
0,2023-01-05-01,44,45.3600006,27,8.10000038,RMDVL,BAGL,RMDVL,true
0,2023-01-05-01,45,12.4200001,21.0599995,15.6599998,IL2DR,IL2DL,IL2DR,true
0,2023-01-05-01,46,43.7400017,17.8199997,20.5200005,SMDVR,CEPDR,SMDVR,true
0,2023-01-05-01,47,54.5400009,25.9200001,22.6800003,AIBR,AUAR,AIBR,true
0,2023-01-05-01,48,0,0,0,,RID,URADR,false
0,2023-01-05-01,49,27.5400009,23.7600002,11.3400002,IL1DL,OLLL,IL1L,true
0,2023-01-05-01,50,0,0,0,,RID,URADR,false
