query_worm,source_path,node_index,identity,candidate_covered,prediction_slot,prediction_identity,rank,correct,top5_correct,reciprocal_rank,target_probability,dustbin_top1,top1_with_dustbin_correct,hungarian_prediction_slot,hungarian_correct
20240902-18-09-07,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240902-18-09-07__95b23b60.npz,104,RMDVL,1,103,RMDVL,1,1,1,1.0,0.9410728812217712,0,1,103,1
20240902-18-09-07,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240902-18-09-07__95b23b60.npz,108,SMDVL,1,126,SMDVL,1,1,1,1.0,0.9571574330329895,0,1,126,1
20240902-18-09-07,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240902-18-09-07__95b23b60.npz,116,RIAR,1,87,RIAR,1,1,1,1.0,0.9160703420639038,0,1,87,1
20240902-18-09-07,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240902-18-09-07__95b23b60.npz,117,SAAVR,1,113,SAAVR,1,1,1,1.0,0.7440074682235718,0,1,113,1
20240902-18-09-07,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240902-18-09-07__95b23b60.npz,118,AFDR,1,10,AFDR,1,1,1,1.0,0.7909641265869141,0,1,10,1
20240902-18-09-07,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240902-18-09-07__95b23b60.npz,121,SMDDL,1,119,SMBDL,2,0,1,0.5,0.13529330492019653,1,0,119,0
20240904-16-13-38,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-16-13-38__f1471777.npz,5,RMEV,1,108,RMEV,1,1,1,1.0,0.8632808327674866,0,1,108,1
20240904-16-13-38,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-16-13-38__f1471777.npz,7,RMED,1,105,RMED,1,1,1,1.0,0.9575256109237671,0,1,105,1
20240904-16-13-38,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-16-13-38__f1471777.npz,9,AVER,1,35,AVER,1,1,1,1.0,0.9117832183837891,0,1,35,1
20240904-16-13-38,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-16-13-38__f1471777.npz,26,ADFR,1,7,ADFR,1,1,1,1.0,0.5156879425048828,0,1,7,1
20240904-16-13-38,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-16-13-38__f1471777.npz,28,ALA,1,21,ALA,1,1,1,1.0,0.9568158984184265,0,1,21,1
20240904-16-13-38,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-16-13-38__f1471777.npz,32,RIVR,1,96,RIVR,1,1,1,1.0,0.9534165263175964,0,1,96,1
20240904-16-13-38,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-16-13-38__f1471777.npz,36,SMDVL,1,126,SMDVL,1,1,1,1.0,0.9577927589416504,0,1,126,1
20240904-16-13-38,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-16-13-38__f1471777.npz,37,RMDDR,1,99,RMDDR,1,1,1,1.0,0.4083029329776764,0,1,99,1
20240904-16-13-38,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-16-13-38__f1471777.npz,40,RIAL,1,86,RIAL,1,1,1,1.0,0.8641440868377686,0,1,86,1
20240904-16-13-38,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-16-13-38__f1471777.npz,43,RMDL,1,99,RMDDR,2,0,1,0.5,0.3767417073249817,0,0,100,1
20240904-16-13-38,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-16-13-38__f1471777.npz,52,URXL,1,135,URXL,1,1,1,1.0,0.8745838403701782,0,1,135,1
20240904-16-13-38,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-16-13-38__f1471777.npz,57,RIVL,1,95,RIVL,1,1,1,1.0,0.9538289308547974,0,1,95,1
20240904-16-13-38,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-16-13-38__f1471777.npz,60,SMDVR,1,128,SMDVR,1,1,1,1.0,0.9577973484992981,0,1,128,1
20240904-16-13-38,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-16-13-38__f1471777.npz,68,AWAR,1,45,AWAR,1,1,1,1.0,0.4864717721939087,0,1,45,1
20240904-16-13-38,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-16-13-38__f1471777.npz,75,AVAL,1,28,AVAL,1,1,1,1.0,0.9575607776641846,0,1,28,1
20240904-16-13-38,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-16-13-38__f1471777.npz,80,RID,1,91,RID,1,1,1,1.0,0.9353731274604797,0,1,91,1
20240904-16-13-38,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-16-13-38__f1471777.npz,85,AVAR,1,29,AVAR,1,1,1,1.0,0.9571700692176819,0,1,29,1
20240904-16-13-38,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-16-13-38__f1471777.npz,87,AVEL,1,33,AVEL,1,1,1,1.0,0.7154505252838135,0,1,33,1
20240904-16-13-38,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-16-13-38__f1471777.npz,88,URXR,1,137,URXR,1,1,1,1.0,0.7845149040222168,0,1,137,1
20240904-16-13-38,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-16-13-38__f1471777.npz,101,SMDDR,1,125,SMDDR,1,1,1,1.0,0.67108553647995,0,1,125,1
20240904-16-13-38,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-16-13-38__f1471777.npz,102,AFDR,1,87,RIAR,2,0,1,0.5,0.05370709300041199,0,0,87,0
20240904-16-13-38,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-16-13-38__f1471777.npz,103,RIAR,1,113,SAAVR,2,0,1,0.5,0.22682371735572815,1,0,113,0
20240904-16-13-38,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-16-13-38__f1471777.npz,104,SMDDL,1,124,SMDDL,1,1,1,1.0,0.4107039272785187,0,1,124,1
20240904-16-13-38,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-16-13-38__f1471777.npz,105,RMDVR,1,104,RMDVR,1,1,1,1.0,0.9051161408424377,0,1,104,1
20240904-17-29-27,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-17-29-27__89ba9935.npz,1,AVAL,1,28,AVAL,1,1,1,1.0,0.958125650882721,0,1,28,1
20240904-17-29-27,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-17-29-27__89ba9935.npz,6,RID,1,91,RID,1,1,1,1.0,0.9213545322418213,0,1,91,1
20240904-17-29-27,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-17-29-27__89ba9935.npz,11,AVER,1,35,AVER,1,1,1,1.0,0.8930138349533081,0,1,35,1
20240904-17-29-27,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-17-29-27__89ba9935.npz,14,RMED,1,105,RMED,1,1,1,1.0,0.9467418789863586,0,1,105,1
20240904-17-29-27,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-17-29-27__89ba9935.npz,16,ALA,1,21,ALA,1,1,1,1.0,0.9446085095405579,0,1,21,1
20240904-17-29-27,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-17-29-27__89ba9935.npz,23,RIAL,1,86,RIAL,1,1,1,1.0,0.9469454884529114,0,1,86,1
20240904-17-29-27,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-17-29-27__89ba9935.npz,24,ADFR,1,7,ADFR,1,1,1,1.0,0.6260844469070435,0,1,7,1
20240904-17-29-27,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-17-29-27__89ba9935.npz,34,URXL,1,135,URXL,1,1,1,1.0,0.872008204460144,0,1,135,1
20240904-17-29-27,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-17-29-27__89ba9935.npz,36,RMDDR,1,98,RMDDL,3,0,1,0.3333333333333333,0.13815778493881226,1,0,123,0
20240904-17-29-27,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-17-29-27__89ba9935.npz,39,SMDDL,1,124,SMDDL,1,1,1,1.0,0.47236958146095276,0,1,124,1
20240904-17-29-27,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-17-29-27__89ba9935.npz,40,RIVR,1,96,RIVR,1,1,1,1.0,0.6230443120002747,0,1,96,1
20240904-17-29-27,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-17-29-27__89ba9935.npz,41,RMDDL,1,98,RMDDL,1,1,1,1.0,0.4531792998313904,0,1,98,1
20240904-17-29-27,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-17-29-27__89ba9935.npz,52,SMDVL,1,126,SMDVL,1,1,1,1.0,0.9580036401748657,0,1,126,1
20240904-17-29-27,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-17-29-27__89ba9935.npz,54,RMEV,1,108,RMEV,1,1,1,1.0,0.7302052974700928,0,1,108,1
20240904-17-29-27,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-17-29-27__89ba9935.npz,59,AVAR,1,29,AVAR,1,1,1,1.0,0.9576981067657471,0,1,29,1
20240904-17-29-27,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-17-29-27__89ba9935.npz,65,AFDL,1,9,AFDL,1,1,1,1.0,0.2145826369524002,1,0,9,1
20240904-17-29-27,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-17-29-27__89ba9935.npz,67,RMDR,1,101,RMDR,1,1,1,1.0,0.949953019618988,0,1,101,1
20240904-17-29-27,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-17-29-27__89ba9935.npz,68,SMDDR,1,125,SMDDR,1,1,1,1.0,0.753384530544281,0,1,125,1
20240904-17-29-27,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-17-29-27__89ba9935.npz,73,RIVL,1,95,RIVL,1,1,1,1.0,0.9555960893630981,0,1,95,1
20240904-17-29-27,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-17-29-27__89ba9935.npz,78,RMDVL,1,103,RMDVL,1,1,1,1.0,0.9550585746765137,0,1,103,1
20240904-17-29-27,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-17-29-27__89ba9935.npz,90,ADFL,1,6,ADFL,1,1,1,1.0,0.6733699440956116,0,1,6,1
20240904-17-29-27,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-17-29-27__89ba9935.npz,92,SMDVR,1,128,SMDVR,1,1,1,1.0,0.957917332649231,0,1,128,1
20240904-17-29-27,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-17-29-27__89ba9935.npz,94,URXR,1,137,URXR,1,1,1,1.0,0.7973613142967224,0,1,137,1
20240904-17-29-27,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-17-29-27__89ba9935.npz,101,RMDL,1,31,AVDL,15,0,0,0.06666666666666667,0.0011402784148231149,0,0,31,0
20240904-17-29-27,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-17-29-27__89ba9935.npz,102,AWAL,1,44,AWAL,1,1,1,1.0,0.8814297318458557,0,1,44,1
20240904-17-29-27,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240904-17-29-27__89ba9935.npz,103,RIAR,1,87,RIAR,1,1,1,1.0,0.9411749243736267,0,1,87,1
20240917-21-32-57,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240917-21-32-57__79d5d848.npz,1,AVAR,1,29,AVAR,1,1,1,1.0,0.9572615027427673,0,1,29,1
20240917-21-32-57,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240917-21-32-57__79d5d848.npz,15,AVER,1,35,AVER,1,1,1,1.0,0.8922725915908813,0,1,35,1
20240917-21-32-57,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240917-21-32-57__79d5d848.npz,18,SMDDR,1,125,SMDDR,1,1,1,1.0,0.7951032519340515,0,1,125,1
20240917-21-32-57,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240917-21-32-57__79d5d848.npz,23,ADFR,1,7,ADFR,1,1,1,1.0,0.43387946486473083,0,1,7,1
20240917-21-32-57,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240917-21-32-57__79d5d848.npz,29,RID,1,91,RID,1,1,1,1.0,0.6800509095191956,0,1,91,1
20240917-21-32-57,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240917-21-32-57__79d5d848.npz,30,RMED,1,105,RMED,1,1,1,1.0,0.8663870692253113,0,1,105,1
20240917-21-32-57,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240917-21-32-57__79d5d848.npz,31,ALA,1,21,ALA,1,1,1,1.0,0.3696233928203583,0,1,21,1
20240917-21-32-57,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240917-21-32-57__79d5d848.npz,32,RMEV,1,108,RMEV,1,1,1,1.0,0.9473513960838318,0,1,108,1
20240917-21-32-57,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240917-21-32-57__79d5d848.npz,33,SMDVL,1,126,SMDVL,1,1,1,1.0,0.9563955068588257,0,1,126,1
20240917-21-32-57,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240917-21-32-57__79d5d848.npz,35,SMDVR,1,128,SMDVR,1,1,1,1.0,0.9537791609764099,0,1,128,1
20240917-21-32-57,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240917-21-32-57__79d5d848.npz,39,AVAL,1,33,AVEL,141,0,0,0.0070921985815602835,1.5203756656423373e-11,0,0,33,0
20240917-21-32-57,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240917-21-32-57__79d5d848.npz,41,RIVR,1,96,RIVR,1,1,1,1.0,0.9522018432617188,0,1,96,1
20240917-21-32-57,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240917-21-32-57__79d5d848.npz,46,SMDDL,1,124,SMDDL,1,1,1,1.0,0.5662282705307007,0,1,124,1
20240917-21-32-57,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240917-21-32-57__79d5d848.npz,50,RMDR,1,101,RMDR,1,1,1,1.0,0.9530439972877502,0,1,101,1
20240917-21-32-57,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240917-21-32-57__79d5d848.npz,53,RMDDR,1,99,RMDDR,1,1,1,1.0,0.4815424084663391,0,1,99,1
20240917-21-32-57,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240917-21-32-57__79d5d848.npz,56,ADFL,1,6,ADFL,1,1,1,1.0,0.5934983491897583,0,1,6,1
20240917-21-32-57,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240917-21-32-57__79d5d848.npz,73,RIVL,1,24,ASEL,5,0,1,0.2,0.011110687628388405,0,0,24,0
20240917-21-32-57,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240917-21-32-57__79d5d848.npz,93,RMDL,1,100,RMDL,1,1,1,1.0,0.2584438621997833,0,1,52,0
20240917-21-32-57,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240917-21-32-57__79d5d848.npz,99,SAAVR,1,113,SAAVR,1,1,1,1.0,0.09528981149196625,1,0,113,1
20240917-21-32-57,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240917-21-32-57__79d5d848.npz,104,AWAR,1,45,AWAR,1,1,1,1.0,0.37348905205726624,1,0,45,1
20240917-21-32-57,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/test__20240917-21-32-57__79d5d848.npz,106,RIAR,1,87,RIAR,1,1,1,1.0,0.9452549815177917,0,1,87,1
20221106-21-00-09,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/train__20221106-21-00-09__09a0b8d2.npz,6,SMDVL,1,126,SMDVL,1,1,1,1.0,0.4839303195476532,0,1,126,1
20221106-21-00-09,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/train__20221106-21-00-09__09a0b8d2.npz,7,RMED,1,105,RMED,1,1,1,1.0,0.8713158965110779,0,1,105,1
20221106-21-00-09,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/train__20221106-21-00-09__09a0b8d2.npz,9,URADR,1,133,URBL,16,0,0,0.0625,0.01089882105588913,0,0,133,0
20221106-21-00-09,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/train__20221106-21-00-09__09a0b8d2.npz,10,RMDVL,1,33,AVEL,103,0,0,0.009708737864077669,1.284807780166375e-07,0,0,9,0
20221106-21-00-09,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/train__20221106-21-00-09__09a0b8d2.npz,12,URXR,1,135,URXL,3,0,1,0.3333333333333333,0.04891990125179291,0,0,135,0
20221106-21-00-09,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/train__20221106-21-00-09__09a0b8d2.npz,16,RMDR,1,100,RMDL,2,0,1,0.5,0.15924812853336334,0,0,100,0
20221106-21-00-09,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/train__20221106-21-00-09__09a0b8d2.npz,24,RMEL,1,106,RMEL,1,1,1,1.0,0.6720485687255859,0,1,106,1
20221106-21-00-09,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/train__20221106-21-00-09__09a0b8d2.npz,32,AVAR,1,29,AVAR,1,1,1,1.0,0.23311041295528412,1,0,29,1
20221106-21-00-09,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/train__20221106-21-00-09__09a0b8d2.npz,33,RIVL,1,27,ASKL,2,0,1,0.5,0.05170397087931633,1,0,27,0
20221106-21-00-09,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/train__20221106-21-00-09__09a0b8d2.npz,38,AIBR,1,35,AVER,2,0,1,0.5,0.14413943886756897,0,0,35,0
20221106-21-00-09,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/train__20221106-21-00-09__09a0b8d2.npz,39,OLQVL,1,84,OLQVL,1,1,1,1.0,0.3627229928970337,0,1,84,1
20221106-21-00-09,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/train__20221106-21-00-09__09a0b8d2.npz,41,AIBL,1,121,SMBDR,59,0,0,0.01694915254237288,8.490482287015766e-06,1,0,3,0
20221106-21-00-09,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/train__20221106-21-00-09__09a0b8d2.npz,43,OLQDR,1,82,OLQDR,1,1,1,1.0,0.6933208107948303,0,1,82,1
20221106-21-00-09,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/train__20221106-21-00-09__09a0b8d2.npz,44,RMEV,1,108,RMEV,1,1,1,1.0,0.6056739687919617,0,1,108,1
20221106-21-00-09,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/train__20221106-21-00-09__09a0b8d2.npz,47,RMER,1,107,RMER,1,1,1,1.0,0.4633922874927521,0,1,107,1
20221106-21-00-09,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/train__20221106-21-00-09__09a0b8d2.npz,55,AVAL,1,11,AIBL,86,0,0,0.011627906976744186,2.87979059976351e-06,1,0,11,0
20221106-21-00-09,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/train__20221106-21-00-09__09a0b8d2.npz,58,OLQDL,1,81,OLQDL,1,1,1,1.0,0.5232492089271545,0,1,81,1
20221106-21-00-09,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/train__20221106-21-00-09__09a0b8d2.npz,60,ALA,1,21,ALA,1,1,1,1.0,0.8408321142196655,0,1,21,1
20221106-21-00-09,/home/ubuntu/klb/nuclr/nuclr/Data/Dunn_001623/cv5_grouped_v1/fold_1/test/train__20221106-21-00-09__09a0b8d2.npz,69,M1,1,69,M1,1,1,1,1.0,0.7158556580543518,0,1,69,1
